Title,Description,Department,Levels,Class Quota,Waitlist Maximum,Instructor,CRN,Time,Days,Date,Where,Course Type,Method,Credit Hours
['MUSP 211V - Guitar Ensemble'],['Chamber jazz ensemble consisting of three to five guitarists that performs original arrangements of both classic and modern jazz repertoire. Repeatable for credit. Prerequisite(s): audition required.'],School of Music,Undergraduate,20,0,William Patrick Flynn (P),15564,11:30 AM - 12:20 PM,MW,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center C038,Activity Course,TCI,1
['MUSP 212D - WuChoir'],"[""Treble-voiced chorus made up of both music and nonmusic majors. The ensemble performs an eclectic mix of classical, folk and popular music, reflecting the diverse musical interests of its members. WuChoir performs annual fall and spring concerts, participates in the Candlelight Christmas concert, and performs as part of athletic, academic and social functions throughout WSU's campus. Repeatable for credit.""]",School of Music,Undergraduate,50,0,Thomas R Wine (P),15576,12:30 PM - 01:45 PM,TR,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center C107,Activity Course,TCI,0
['MUSP 212S - String Chamber Ensemble'],['An ensemble course to develop essential skills for practice and performance of string chamber music. Standard and contemporary literature is explored. Repeatable for credit. Prerequisite(s): audition required.'],School of Music,Undergraduate,30,0,Leonid Viktorovich Shukaev (P),10421,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Activity Course,TCI,1
['MUSP 212T - Jazz Arts Ensemble 2'],['Auditioned ensemble that focuses on the study of jazz big-band repertoire. Repeatable for credit. Prerequisite(s): audition required.'],School of Music,Undergraduate,20,0,William Patrick Flynn (P),13920,05:30 PM - 06:45 PM,TR,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center C104,Activity Course,TCI,1
['MUSP 213B - Symphonic Band'],['An auditioned ensemble of approximately 60 musicians open to all university students. Performs full ensemble literature for wind bands ranging from traditional to contemporary styles. Provides playing experiences for both music and nonmusic majors. Repeatable for credit. Prerequisite(s): audition required.'],School of Music,Undergraduate,50,0,Timothy M Shade (P),11225,01:30 PM - 02:20 PM,F,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center C104,Activity Course,TCI,0
['MUSP 213F - Concert Chorale'],"['An auditioned, SATB choral ensemble involving rehearsals and performances. The Concert Chorale is the University’s premiere choral ensemble and is open to all singers campus-wide who desire a rigorous, quality choral experience. Repeatable for credit. Prerequisite(s): audition required.']",School of Music,Undergraduate,30,0,Ryan N Beeken (P),11231,12:30 PM - 01:20 PM,TR,8/19/2024-12/12/2024,Main Campus  TBA,Activity Course,TCI,0
['MUSP 221 - German Diction'],['For the vocal performer. Includes a comprehensive study of German consonant and vowel sounds.'],School of Music,Undergraduate,15,0,Hilary Grace Taylor (P),15633,11:30 AM - 12:20 PM,F,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center B203,Lecture,TCI,1
['MUSP 223 - Applied Piano Accompanying'],['Individual private study of standard accompaniment literature. Prerequisite(s): successful completion of two semesters of piano study and sophomore standing.'],School of Music,Undergraduate,5,0,Julie I Bees (P),10440,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Appointment Course,TCI,2
['MUSP 300 - Junior Recital'],"['Required for BM piano majors, performance or accompanying emphasis. Prerequisite(s): departmental consent.']",School of Music,Undergraduate,20,0,Timothy M Shade (P),13346,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Appointment Course,TCI,0
['MUSP 307 - Instrumental Conducting'],"['Fundamentals of baton technique, elementary score reading and musical leadership. Practical experience in conducting laboratory and classroom groups. Prerequisite(s): MUSC 128, 130.']",School of Music,Undergraduate,20,5,Mark A Laycock (P),12792,11:00 AM - 12:15 PM,MW,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center C104,Lecture,TCI,2
['MUSP 308 - Choral Conducting'],"['Fundamentals of conducting, score reading and rehearsal techniques. Practical experience conducting classroom groups. Prerequisite(s): MUSC 128, 130.']",School of Music,Undergraduate,20,0,Ryan N Beeken (P),11247,11:00 AM - 12:15 PM,MW,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center C107,Lecture,TCI,2
['MUSP 340 - Voice Coaching'],"[""Vocal coaching offers intense focus on diction and the dramatic, musical and stylistic interpretation of musical theatre, art song and opera literature. Prerequisite(s): upper-class or graduate-level majors only, and instructor's consent.""]",School of Music,Undergraduate,18,2,Stephanie Nadine Shelden (P),10442,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Activity Course,TCI,1
['MUSP 400 - Senior Recital'],['Recital prepared and presented by music student under the supervision of a faculty member. Prerequisite(s): departmental consent.'],School of Music,Undergraduate,40,0,Timothy M Shade (P),13347,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Appointment Course,TCI,0
['MUSP 407 - Piano Repertoire'],['Gives performing and listening experience to piano majors. Repeatable for credit.'],School of Music,Undergraduate,20,0,Julie I Bees (P),10446,03:30 PM - 04:20 PM,W,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center C116,Activity Course,TCI,1
['MUSP 410B - Wind Ensemble'],"['An auditioned ensemble comprising the top wind, brass and percussion students enrolled at Wichita State University. The ensemble performs the highest quality literature written for the wind band and often engages soloists and premieres new music. Repeatable for credit. Prerequisite(s): audition required.']",School of Music,Undergraduate,50,0,Timothy M Shade (P),11221,02:30 PM - 03:20 PM,F,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center C104,Activity Course,TCI,0
['MUSP 411A - Orchestra'],"['Orchestra is an auditioned group of strings, brass, woodwinds and percussion that perform standard and contemporary literature. Repeatable for credit. Prerequisite(s): audition required.']",School of Music,Undergraduate,40,0,Mark A Laycock (P),11215,03:30 PM - 04:20 PM,F,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center C104,Activity Course,TCI,0
['MUSP 411D - ShockerChoir'],"[""Tenor/Bass voiced chorus made up of both music and nonmusic majors. The ensemble performs an eclectic mix of classical, folk and popular music, reflecting the diverse musical interests of its members. ShockerChoir performs annual fall and spring concerts, participates in the Candlelight Christmas concert, and performs as part of athletic, academic and social functions throughout WSU's campus. ShockerChoir is open to singers campus-wide who desire a quality bass choir experience through meaningful repertoire, collegiality and excellent performance. Repeatable for credit.""]",School of Music,Undergraduate,50,0,Thomas R Wine (P),14604,12:30 PM - 01:45 PM,MW,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center C107,Activity Course,TCI,1
['MUSP 411J - Piano Accompanying'],['Study of making music with a person(s) of a different performing medium. Techniques for improving sight reading skills and ensemble playing may be explored. Repeatable for credit. Prerequisite(s): audition required.'],School of Music,Undergraduate,15,0,Warren David Kim (P),10451,02:30 PM - 03:20 PM,R,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center C116,Activity Course,TCI,1
['MUSP 411K - Opera Theatre'],"['Provides the opportunity for students to gain performance experience as a supporting cast member in fully staged, high quality productions of a diverse repertory with orchestral accompaniment. Repeatable for credit. Prerequisite(s): audition required.']",School of Music,Undergraduate,40,0,Alan Jay Held (P),10452,03:30 PM - 06:30 PM,MTWRF,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center C009,Activity Course,TCI,1
['MUSP 411L - Madrigal Singers'],"['A select mixed ensemble of 16-20 voices, open by audition to all members of the WSU community. The ensemble specializes in chamber choral works and presents the annual Madrigal Dinner Renaissance Feaste. They also perform in the annual Candlelight Christmas Concert, and tour and collaborate with other chamber musicians and artists. Repeatable for credit. Prerequisite(s): audition required.']",School of Music,Undergraduate,15,0,Ryan N Beeken (P),15582,02:00 PM - 03:15 PM,MW,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center C107,Activity Course,TCI,0
['MUSP 411M - Jazz Combo'],['Auditioned ensemble that focuses on the study of playing in a small group jazz setting. Focuses on arranging and improvisation as well as the study of jazz standards. Repeatable for credit.'],School of Music,Undergraduate,20,0,William Patrick Flynn (P),14905,12:30 PM - 01:20 PM,TR,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center C038,Activity Course,TCI,1
['MUSP 411N - Woodwind Ensemble'],['An ensemble course to develop essential skills for practice and performance of woodwind chamber music. Standard and contemporary literature is explored. Repeatable for credit. Prerequisite(s): audition required.'],School of Music,Undergraduate,20,0,Rachelle M Goter (P),10453,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Activity Course,TCI,1
['MUSP 411O - Saxophone Quartet'],['An ensemble course to develop essential skills for practice and performance of saxophone quartet music. Standard and contemporary literature is explored. Repeatable for credit. Prerequisite(s): audition required.'],School of Music,Undergraduate,10,0,James Dante Pisano (P),15544,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Activity Course,TCI,1
['MUSP 411P - Brass Chamber Ensemble'],['An ensemble course to develop essential skills for practice and performance of brass chamber music. Standard and contemporary literature is explored. Repeatable for credit. Prerequisite(s): audition required.'],School of Music,Undergraduate,20,0,Jeb Michel Wallace (P),10456,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Activity Course,TCI,1
['MUSP 411R - Percussion Ensemble'],['An auditioned ensemble that focuses on the practice and performance of repertoire written for percussion. Also known as Impulse Percussion Group. Repeatable for credit. Prerequisite(s): audition required.'],School of Music,Undergraduate,30,0,Gerald Alan Scholl (P),10457,07:00 PM - 10:00 PM,M,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center C007,Activity Course,TCI,1
['MUSP 411T - Jazz Arts Ensemble 1'],['Auditioned ensemble that focuses on the advanced study of jazz big-band repertoire. Artist level preparation required. Repeatable for credit. Prerequisite(s): audition required.'],School of Music,Undergraduate,30,0,James Dante Pisano (P),11240,12:30 PM - 01:20 PM,F,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center C104,Activity Course,TCI,1
['MUSP 411V - Guitar Ensemble'],['Chamber jazz ensemble consisting of three to five guitarists that performs original arrangements of both classic and modern jazz repertoire. Repeatable for credit. Prerequisite(s): audition required.'],School of Music,Undergraduate,20,0,William Patrick Flynn (P),15565,11:30 AM - 12:20 PM,MW,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center C038,Activity Course,TCI,1
['MUSP 412D - WuChoir'],"[""Treble voiced chorus made up of both music and nonmusic majors. Performs an eclectic mix of classical, folk and popular music, reflecting the diverse musical interests of its members. WuChoir performs annual fall and spring concerts, participates in the Candlelight Christmas concert and performs as part of athletic, academic and social functions throughout WSU's campus. Repeatable for credit.""]",School of Music,Undergraduate,50,0,Thomas R Wine (P),15578,12:30 PM - 01:45 PM,TR,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center C107,Activity Course,TCI,0
['MUSP 412S - String Chamber Ensemble'],['An ensemble course to develop essential skills for practice and performance of string chamber music. Standard and contemporary literature is explored. Repeatable for credit. Prerequisite(s): audition required.'],School of Music,Undergraduate,30,0,Leonid Viktorovich Shukaev (P),10476,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Activity Course,TCI,1
