Title,Description,Department,Levels,Class Quota,Waitlist Maximum,Instructor,CRN,Time,Days,Date,Where,Course Type,Method,Credit Hours
['SPED 784 - Foundations of Special ED'],"['Addresses the basic foundations of special education across exceptionality areas. A general history of special education and its relationship to general education trends (as well as the disability movement as a whole) is discussed. Students analyze important special education legislation and regulations and learn the role litigation has played in the development of identification, placement and discipline for students in special education. Students also recognize and summarize ethical issues in the provision of special education services. Course includes diversity content. Prerequisite(s): admission to MEd in special education.']","TA Paths, Literacy and Spec Ed",Undergraduate and Graduate,20,10,Rachel Ann Horn (P),23988,TBA,TBA,1/21/2025-5/15/2025,Online,Lecture,OLA,3
['SPED 796 - Family & Prof Collaboration'],"['Assists the special educator in developing the skills to collaborate and consult with parents/family members, general educators, support personnel, paraprofessionals/teaching assistants and community agencies to facilitate the needs of children and youth with exceptionalities. Course includes diversity content.']","TA Paths, Literacy and Spec Ed",Undergraduate and Graduate,20,10,Donna  Sayman (P),23989,TBA,TBA,1/21/2025-5/15/2025,Online,Lecture,OLA,2
['SPED 812 - Transition Across Life Span'],"['Examines aspects of transition programming for individuals with exceptionalities across their life span. Addresses transitions from A) early childhood special education settings to the school environment, B) elementary to middle school, C) middle school to high school, D) one special education setting to another (e.g., self-contained classroom to resource room or general education classroom), and E) high school to postsecondary settings and independent functioning. Discusses roles of individuals with exceptional learning needs, parents, educators and community personnel. Course includes diversity content. Prerequisite(s): SPED 784.']","TA Paths, Literacy and Spec Ed",Graduate,20,10,Casson Ray Schmidt (P),23991,TBA,TBA,1/21/2025-5/15/2025,Online,Lecture,OLA,2
['SPED 817 - Lang to Lit: Stdnts with Disab'],"['Offers content relevant to language development, which provides a context for understanding the impact of language-based curriculum skills, such as listening, speaking, reading and written expression. Effective reading and writing instructional strategies and evidence-based practices specific to teaching students with exceptionalities are reviewed. This course emphasizes reading and writing skills and assessment data that fashion components of the federally mandated IEP. Course includes diversity content. Prerequisite(s): SPED 784, SPED 724. Corequisite(s): SPED 817A.']","TA Paths, Literacy and Spec Ed",Graduate,15,5,Reagan D Murnan (P),25350,TBA,TBA,1/21/2025-5/15/2025,Online,Lecture,OLA,3
['SPED 817A - Lang to Literacy Practicum'],"['Provides a supervised opportunity for students to evaluate and implement evidence-based practices to meet the language and literacy needs of students. Prerequisite(s): SPED 784, SPED 724. Corequisite(s): SPED 817.']","TA Paths, Literacy and Spec Ed",Graduate,15,5,Reagan D Murnan (P),25352,TBA,TBA,1/21/2025-5/15/2025,Online,Experiential,OLA,2
['SPED 818 - Pos Behav Supp Stu with Except'],"[""Develops knowledge and skills for conducting a functional behavior assessment along with a positive behavior support plan needed by classroom teachers to affect academic and social/emotional outcomes. Addresses connections of challenging behaviors to aspects of the learner's A) environments, B) cultural diversity, C) developmental and academic skills, and D) physiological needs along with an awareness of disability harassment, bullying and the social/emotional needs of the exceptional child. Course includes diversity content. Corequisite(s): SPED 818A.""]","TA Paths, Literacy and Spec Ed",Graduate,15,5,Rui  Dai (P),23994,TBA,TBA,1/21/2025-5/15/2025,Online,Lecture,OLA,3
['SPED 818A - I/P: Positive Behav Supports'],"['Provides a supervised opportunity for candidates to evaluate and implement positive behavioral supports for students with challenging behaviors, including functional assessment of problem behavior, design and implementation of behavior plans, and provision of ongoing positive behavior supports. Course includes diversity content. Prerequisite(s): full admission into the special education program, SPED 749A or SPED 749F. Corequisite(s): SPED 818.']","TA Paths, Literacy and Spec Ed",Graduate,10,5,Rui  Dai (P),23995,TBA,TBA,1/21/2025-5/15/2025,Online,Experiential,OLA,1
['SPED 820 - Advanced Teach Strat Low Incid'],"['Assists students in developing strategies and techniques, including assistive technology, related to curriculum, instruction and planning of the learning environment within the functional curriculum. Students gain knowledge, skills and dispositions needed to meet the diverse cognitive, physical, social and emotional needs of students with severe and multiple disabilities. Course includes diversity content. Prerequisite(s): SPED 784 and SPED 742. Corequisite(s): SPED 820A.']","TA Paths, Literacy and Spec Ed",Graduate,20,5,Rachel Ann Horn (P),23996,TBA,TBA,1/21/2025-5/15/2025,Online,Lecture,OLA,3
['SPED 820A - I/P: Low Incidence Learn Needs'],"['Provides a supervised opportunity for candidates to evaluate and implement learning experiences, including curriculum planning, environmental arrangements, instructional delivery and use of assistive technology, that develops cognitive, physical, social and emotional needs of students with severe and multiple disabilities. Course includes diversity content. Prerequisite(s): SPED 784 and SPED 742. Corequisite(s): SPED 820.']","TA Paths, Literacy and Spec Ed",Graduate,10,5,Rachel Ann Horn (P),23997,TBA,TBA,1/21/2025-5/15/2025,Online,Experiential,OLA,2
['SPED 822 - NonDisc Assess Stu Exceptional'],"[""Allows students to critique and administer standardized and informal evaluation techniques. This includes a critical evaluation of standardized tests, history of test bias, an understanding of the intelligence quotient, and each assessment's appropriateness for each specific special population (including school age individuals with exceptionalities and reading disabilities as well as young children and culturally and linguistically diverse learners). The course also gives students the opportunity to discuss and critique alternative methods of assessment and intervention techniques based on diagnostic profiles. Historically racial, gendered and social disproportionalities issues within special education are also addressed. Course includes diversity content.""]","TA Paths, Literacy and Spec Ed",Graduate,20,0,Donna  Sayman (P),24133,TBA,TBA,1/21/2025-5/15/2025,Online,Lecture,OLA,2
['SPED 862 - Capstone Research: Proj Dev'],"[""Each student in the Master of Education in special education degree program, with the cooperation of the capstone advisor, identifies and completes a capstone project. This project is designed to support understanding of issues in special education. The capstone presents an opportunity for students to demonstrate application of the principles, theory and content learned in their core courses. SPED 862 is a semi-independent or directed-study course wherein the student constructs the initial development of their project including, but not limited to, topic focus, collaboration with community partners, collaboration with parents, and school administrators. In this development course, the student completes their written project proposal which includes the background for the study, purpose and problem statement, research questions, review of literature, and methodology. Course includes diversity content. Prerequisite(s): all core courses for one SPED track, or instructor's consent.""]","TA Paths, Literacy and Spec Ed",Graduate,15,5,Donna  Sayman (P),24005,TBA,TBA,1/21/2025-5/15/2025,Online,Individual Research,OLA,2
['SPED 863 - Capstone Research: Proj Comp'],"['Each student in the Master of Education in special education degree program, with the cooperation of the capstone advisor, identifies and completes a capstone project. This project is designed to support understanding of issues in special education. The capstone presents an opportunity for students to demonstrate application of the principles, theory and content learned in their core courses. SPED 863 is a semi-independent or directed-study course wherein the student completes their project initiated in SPED 862. In SPED 863, the student continues to execute the project, collect and analyze data to comprehend its meaning, craft a discussion on the implications of the project, reflect on how the project impacts their profession, and present these conclusions to a professional audience. The culminating product is the complete written report of the investigation and a formal presentation. Students are expected to be able to answer questions about their research and engage in professional dialogue about the topic during the formal presentation. Course includes diversity content. Prerequisite(s): SPED 862.']","TA Paths, Literacy and Spec Ed",Graduate,15,5,Donna  Sayman (P),24007,TBA,TBA,1/21/2025-5/15/2025,Online,Individual Research,OLA,2
['STAT 370 - Elementary Statistics'],"['General education math course. Surveys elementary descriptive statistics, binomial and normal distributions, elementary problems of statistical inference, linear correlation and regression. Not open to mathematics majors. Students cannot receive credit for both STAT 171 and STAT 370. This is a Kansas Systemwide Transfer Course. Prerequisite(s): MATH 111 with a C or better or equivalent.']","Math, Statistics, & Physics",Undergraduate,31,4,TBA,20578,09:30 AM - 10:20 AM,MWF,1/21/2025-5/15/2025,Main Campus Lindquist Hall 113,Lab,TCI,3
